username;date;retweets;favorites;text;geo;location;mentions;hashtags;id;query;permalink
s_eje;2017-12-12 08:48;0;0;"Is het al opgelost? Waar is de vertraging ?";;;;;"940473469812269056";HTM AND vertraging;https://twitter.com/s_eje/status/940473469812269056
HTM_Reisinfo;2017-12-12 08:48;1;3;"Tram 4 rijdt weer de gebruikelijke route, maar houd nog rekening met vertraging";;Den Haag;;;"940473375658532869";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940473375658532869
amalhoe;2017-12-12 00:23;0;0;"Stelletje amateurs. Jullie hebben wederom gefaald! Wegwezen management vd HTM . Alles duurder maken en toch gaan de wissels kapot, waardoor weer uren vertraging . Rij dan niet in de sneeuw, hou je de mensen tenminste niet voor de gek.";;;;;"940346234740625408";HTM AND vertraging;https://twitter.com/amalhoe/status/940346234740625408
Saskia26542257;2017-12-11 23:53;0;0;"Onze school gaf tussen de middag de kids vrij als ouders dit wensten ivm het weer. Dus logisch dat de bussen stopten met rijden en de trams vertraging henben. Wees blij dat er nog een tram rijdt. Ik hoop dat alle chauffeurs veilig zijn thuisgekomen. Respect voor jullie";;;;;"940338729440501760";HTM AND vertraging;https://twitter.com/Saskia26542257/status/940338729440501760
HTM_Reisinfo;2017-12-11 23:40;0;0;"Hai Nina, tram 16 rijd weer maar nog steeds met vertraging ^Trudy";;Den Haag;;;"940335437964562432";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940335437964562432
HTM_Reisinfo;2017-12-11 23:10;0;0;"Alles rijd weer maar met vertraging ^Trudy";;Den Haag;;;"940327856256749568";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940327856256749568
HTM_Reisinfo;2017-12-11 23:00;0;0;"Hai Giano, alles rijd maar met vertraging ook tram 15 houd daar rekening mee. ^Trudy";;Den Haag;;;"940325443378524161";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940325443378524161
HTM_Reisinfo;2017-12-11 22:55;0;0;"Hai, wat fijn om te horen dat je maar 3 minuten vertraging hebt opgelopen, we doen ons best ^Trudy";;Den Haag;;;"940324082054254593";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940324082054254593
HTM_Reisinfo;2017-12-11 22:13;0;0;"Hoi Liesje, tram 4 rijd inderdaad nog gewoon. Houd wel rekening met vertraging . ^Mike";;Den Haag;;;"940313575612145664";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940313575612145664
bastiaanwinkel;2017-12-11 21:51;0;2;"Heel Nederland staat stil, maar de trams van de #HTM rijden gewoon door. (Nou ja, met een beetje vertraging dan... ) Klasse, @HTM _Reisinfo !! pic.twitter.com/pzLCmPYmVN";;Europa, Nederland, Den Haag;@HTM;#HTM;"940308194957684736";HTM AND vertraging;https://twitter.com/bastiaanwinkel/status/940308194957684736
cynth_rutzen;2017-12-11 21:33;0;1;"HTM alle lof! In vergelijking met de RET en de NS vanochtend slechts 3 min vertraging opgelopen met de Randstad Rail en bus";;;;;"940303438549868545";HTM AND vertraging;https://twitter.com/cynth_rutzen/status/940303438549868545
giano3;2017-12-11 21:24;0;0;"@HTM _Reisinfo is er vertraging tram 15 van lorentzplein richting nootdorp?";;Maybe addicted to Anime :-);@HTM;;"940301245750837249";HTM AND vertraging;https://twitter.com/giano3/status/940301245750837249
HTM_Reisinfo;2017-12-11 21:22;0;2;"Tram 6 richting Leyenburg rijdt weer de gebruikelijke route, maar houd nog rekening met vertraging";;Den Haag;;;"940300849791762434";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940300849791762434
HTM_Reisinfo;2017-12-11 21:20;0;2;"Bus 25 rijdt weer de gebruikelijke route, maar houd nog rekening met vertraging";;Den Haag;;;"940300323977093120";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940300323977093120
ManyaBerk;2017-12-11 20:43;0;0;"Thanks Lucinda! Hopen dat de vertraging niet al te erg is. Succes nog vandaag!";;Nederland;;;"940291085238177792";HTM AND vertraging;https://twitter.com/ManyaBerk/status/940291085238177792
HTM_Reisinfo;2017-12-11 20:39;0;0;"Hoi Janneke, het weer van vandaag is inderdaad balen! Al vind ik het zelf wel mooi.. Helaas is vertraging niet te voorkomen ^Mike";;Den Haag;;;"940289918571634688";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940289918571634688
HTM_Reisinfo;2017-12-11 20:31;0;0;"Ja zeker, de trams rijden nog wel, maar wel met een vertraging . ^Lucinda";;Den Haag;;;"940287942744035329";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940287942744035329
HTM_Reisinfo;2017-12-11 20:27;0;0;"De trams rijden inderdaad de normale route, maar wel met vertraging . ^Lucinda";;Den Haag;;;"940287045968293893";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940287045968293893
Rijswijksnb;2017-12-11 20:02;1;0;"HTM gaat vanaf 19:30 de busdienstregeling weer opstarten. Houd rekening met vertraging https:// twitter.com/Rijswijksnb/st atus/940245920037433344 …";;Rijswijk, Nederland;;;"940280605379645440";HTM AND vertraging;https://twitter.com/Rijswijksnb/status/940280605379645440
HTM_Reisinfo;2017-12-11 19:55;19;17;"Op korte termijn ( ongeveer 30 minuten) zullen we de dienstregeling van de bussen weer gaan opstarten. Blijf wel rekening houden met vertraging .";;Den Haag;;;"940278943004979200";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940278943004979200
HTM_Reisinfo;2017-12-11 19:23;0;0;"Hoi, de trams rijden nog maar wel met een vertraging . ^Lucinda";;Den Haag;;;"940270813244280832";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940270813244280832
HTM_Reisinfo;2017-12-11 18:48;7;5;"Tram 12 rijdt niet meer vanwege het winterweer. De overige trams rijden nog wel. Hou rekening met vertraging vanwege het winterweer.";;Den Haag;;;"940262116963110912";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940262116963110912
HTM_Reisinfo;2017-12-11 18:26;0;0;"Hoi Martyna, hij rijd inderdaad nog wel maar houd rekening met vertraging door de sneeuw. ^Mike";;Den Haag;;;"940256403574415365";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940256403574415365
HTM_Reisinfo;2017-12-11 18:24;0;0;"Hoi Sander, de trams rijden ook gewoon maar vertraging is helaas onvermijdelijk door de sneeuw. Ik hoop dat je zo snel mogelijk in kan stappen! ^Mike";;Den Haag;;;"940255886546817024";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940255886546817024
HTM_Reisinfo;2017-12-11 18:01;0;0;"Alle trams rijden nog maar er is inderdaad veel vertraging . Dit is helaas onvermijdelijk door het weer. ^Mike";;Den Haag;;;"940250170431819776";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940250170431819776
HTM_Reisinfo;2017-12-11 17:59;0;0;"Hoi Liesje, de trams rijden op dit moment wel maar met vertraging . Hoe lang ze nog blijven rijden is voor nu niet zeker. ^Mike";;Den Haag;;;"940249669275447296";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940249669275447296
HTM_Reisinfo;2017-12-11 17:56;0;0;"Hoi, alle trams rijden nog op dit moment. Houd wel zeker rekening met vertraging . ^Mike";;Den Haag;;;"940248911855439872";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940248911855439872
HTM_Reisinfo;2017-12-11 17:49;0;0;"Alle trams rijden nog, houd wel rekening met vertraging . ^Mike";;Den Haag;;;"940247150004506624";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940247150004506624
HTM_Reisinfo;2017-12-11 17:38;0;0;"Hoi Renske, op dit moment rijden alle trams. Houd wel rekening met vertraging . ^Mike";;Den Haag;;;"940244456439238656";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940244456439238656
HTM_Reisinfo;2017-12-11 17:30;0;0;"Hoi Arend, alle trams rijden. Houd alleen wel rekening met vertraging door de sneeuw. ^Mike";;Den Haag;;;"940242446327472128";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940242446327472128
HTM_Reisinfo;2017-12-11 17:17;0;0;"Hoi Maarten, waar sta je nu? Alles rijdt, maar er kan vertraging zijn door de sneeuwval. ^Said";;Den Haag;;;"940239156877385728";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940239156877385728
HTM_Reisinfo;2017-12-11 16:50;0;0;"Hoi Sheila, op onze website: http://www. htm.nl is alle actuele informatie te vinden. Alles rijd op dit moment maar houd rekening met vertraging . ^Mike";;Den Haag;;;"940232369671372800";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940232369671372800
HTM_Reisinfo;2017-12-11 16:22;0;1;"Hoi Jozien, op dit moment rijd alles maar met vertraging . Over vanavond is helaas nog niks zeker. Zodra wij meer weten word dit vermeld op de website. ^Mike";;Den Haag;;;"940225382673940480";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940225382673940480
Ilonazwan;2017-12-11 15:07;0;0;"Okee ja vertraging is logisch, ga zo ook optijd weg. Maar ik ben afhankelijk van het ov en als er vanavond niks rijdt, kom ik niet thuis. Maar bedankt voor de info!";;;;;"940206388155965441";HTM AND vertraging;https://twitter.com/Ilonazwan/status/940206388155965441
HTM_Reisinfo;2017-12-11 15:05;0;0;"Hoi Ilona, de trams rijden op dit moment gewoon door. Maar houd wel rekening met vertraging want dat is met dit weer bijna niet te voorkomen. Of alles vanavond ook nog rijd is nog niet zeker. ^Mike";;Den Haag;;;"940205963910447105";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940205963910447105
GuidovanderMeer;2017-12-11 14:57;0;1;"Daar ben ik het zonder meer mee eens. Onzekerheid over de reis is voor reizigers een groter probleem over het algemeen dan vertraging en sich. Uncertainty management is dan ook een kunst en sich.";;Amsterdam, Nederland;;;"940203893534920704";HTM AND vertraging;https://twitter.com/GuidovanderMeer/status/940203893534920704
HTM_Reisinfo;2017-12-11 14:55;0;0;"Hoi Kim, de route van tram 4 is het snelst. Maar houd wel rekening met vertraging . Dat geld op dit moment voor alle trams en bussen. ^Mike";;Den Haag;;;"940203283368632321";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940203283368632321
HTM_Reisinfo;2017-12-11 14:38;0;0;"Heeft vertraging maar is onderweg! Excuses voor het ongemak, Shareena. ^Said";;Den Haag;;;"940199058467147776";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940199058467147776
haagse_harry1;2017-12-11 14:32;0;0;"@_WoutdeBruijn leef jij in een ei ooit wel eens gekeken wat voor weer het buiten is. Treinen rijden niet . Auto staan stil vliegtuigen stijgen niet op... de trams en bussen rijden... helaas met vertraging ... maar ze rijden wees eens tevrede met de inzet van deze mensen..zeikert";;zoetemeer;@_WoutdeBruijn;;"940197487402541056";HTM AND vertraging;https://twitter.com/haagse_harry1/status/940197487402541056
yoteun;2017-12-11 13:49;0;3;"Mooie foto! Voorzichtig aan vandaag. En vertraging kan je niet voorkomen met dit weer. #respect voor de chauffeurs, beveiligers en iedereen die op de weg moet zijn.";;;;#respect;"940186738336714753";HTM AND vertraging;https://twitter.com/yoteun/status/940186738336714753
Basvrownz;2017-12-11 13:48;0;0;"@HTM _Reisinfo gaan alle trams 3 en 4 nog door heel de dag met vertraging ? Of gaan ze stoppen?";;Den Haag, Nederland;@HTM;;"940186504223174657";HTM AND vertraging;https://twitter.com/Basvrownz/status/940186504223174657
HTM_Reisinfo;2017-12-11 13:42;0;0;"Op dit moment zijn er een aantal die vertraging hebben, de meeste actuele zaken staan op onze website. ^Sandra";;Den Haag;;;"940185039605813249";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940185039605813249
Mercyfordolans;2017-12-11 13:36;0;0;"@HTM _Reisinfo hi, rijden de trams met vertraging ?";;Mac donalds;@HTM;;"940183487008604160";HTM AND vertraging;https://twitter.com/Mercyfordolans/status/940183487008604160
HTM_Reisinfo;2017-12-11 13:10;0;0;"Hoi, Alle trams en bussen rijden normale route. Door het winterweer is vertraging mogelijk. ^Lucinda";;Den Haag;;;"940177084047069184";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940177084047069184
HTM_Reisinfo;2017-12-11 12:56;0;0;"Ik kan je niet zeggen hoe lang de vertraging gaat duren, dat is nog niet bekend sorry. ^Sandra";;Den Haag;;;"940173465201577985";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940173465201577985
Liesje41681526;2017-12-11 12:54;0;0;"Snap ik maar hoelang is de vertraging 10 min of ....";;;;;"940173011625431040";HTM AND vertraging;https://twitter.com/Liesje41681526/status/940173011625431040
HTM_Reisinfo;2017-12-11 12:47;0;0;"Het is nog niet bekend hoe lang de vertraging zal aanhouden. ^Sandra";;Den Haag;;;"940171232632328193";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940171232632328193
HTM_Reisinfo;2017-12-11 12:43;0;0;"Ja soms gebeurd dat dat er vertraging is. ^Sandra";;Den Haag;;;"940170273923457024";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940170273923457024
Liesje41681526;2017-12-11 12:39;0;0;"Hoelang is de vertraging en waar is de wisselstoring";;;;;"940169052080803840";HTM AND vertraging;https://twitter.com/Liesje41681526/status/940169052080803840
HTM_Reisinfo;2017-12-11 12:27;0;0;"Tram 4 rijdt met vertraging door een wisselstoring.";;Den Haag;;;"940166089463549953";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940166089463549953
SharonaTieleman;2017-12-11 10:39;0;1;"HTM kan beter tweeten als er geen vertraging is. Dat is een stuk uitzonderlijker geworden.";;Terneuzen, Nederland;;;"940139061666373632";HTM AND vertraging;https://twitter.com/SharonaTieleman/status/940139061666373632
SharonaTieleman;2017-12-11 10:25;0;0;"Bedankt HTM voor WEEEEEEERAL die fijne vertraging ! Wanneer ook niet hè!";;Terneuzen, Nederland;;;"940135512387588096";HTM AND vertraging;https://twitter.com/SharonaTieleman/status/940135512387588096
HTM_Reisinfo;2017-12-11 09:52;0;0;"Hou inderdaad rekening mee met vertraging van ongeveer 20 min. ^Ilona";;Den Haag;;;"940127008901730305";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940127008901730305
Liesje41681526;2017-12-11 09:45;0;0;"Aan welke tijd moet ik denken met de vertraging in minuten?";;;;;"940125454110986241";HTM AND vertraging;https://twitter.com/Liesje41681526/status/940125454110986241
Edaunlux;2017-12-11 09:44;0;0;"@HTM _Reisinfo rijdt tram 1 nog wel of is er vertraging ? Want 9292 doet het niet?";;Nederland;@HTM;;"940125106877198337";HTM AND vertraging;https://twitter.com/Edaunlux/status/940125106877198337
HTM_Reisinfo;2017-12-11 09:39;0;2;"Tram 4 rijdt weer de gebruikelijke route, maar houd nog rekening met vertraging";;Den Haag;;;"940123837856874496";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940123837856874496
Riccardo_NLD;2017-12-11 09:38;0;0;"Erg slecht en erg jammer dat de HTM niet de website (überhaupt) meldt dat er kans is dat lijnen zijn uitgevallen/ vertraging kan zijn. Of dat er sneeuw is gevallen. Is de website nog in de zomer blijven hangen? Had echt wel betere informatie voorziening verwacht van de HTM . :-((";;Den Haag;;;"940123575289294848";HTM AND vertraging;https://twitter.com/Riccardo_NLD/status/940123575289294848
Liesje41681526;2017-12-11 09:29;0;0;"Hoelang is de vertraging . Asn welke tijd moet ik denken 10 min 20 min?";;;;;"940121468444336128";HTM AND vertraging;https://twitter.com/Liesje41681526/status/940121468444336128
HTM_Reisinfo;2017-12-11 08:50;0;0;"Hallo ja er rijden nog wel trams alleen met vertraging . ^Ferry";;Den Haag;;;"940111502819946497";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940111502819946497
HTM_Reisinfo;2017-12-11 08:48;0;0;"Hallo op lijn 3 en 4 is er nog steeds vertraging . ^Ferry";;Den Haag;;;"940111142554427392";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940111142554427392
HTM_Reisinfo;2017-12-11 08:47;0;1;"Hallo, we kunnen geen tijd doorgeven hoe lang de vertraging is en lijn 15 rijd normaal wel nog met de huidige omleiding. ^Ferry";;Den Haag;;;"940110814907953153";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940110814907953153
amerikklapwijk;2017-12-11 08:46;0;0;"Hoeveel is de vertraging ? Enige verwachting wanneer het voorbij is? Tram 15 rijdt normaal?";;The Hague, The Netherlands;;;"940110488574205952";HTM AND vertraging;https://twitter.com/amerikklapwijk/status/940110488574205952
bullandrooster;2017-12-11 08:38;0;0;"Wat hs de duur van de vertraging ?";;;;;"940108534057963520";HTM AND vertraging;https://twitter.com/bullandrooster/status/940108534057963520
HTM_Reisinfo;2017-12-11 08:36;0;0;"Hallo op dit moment rijden 3 en 4 met vertraging . ^Ferry";;Den Haag;;;"940108100010262529";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940108100010262529
HTM_Reisinfo;2017-12-11 08:29;0;0;"hallo, alleen tram 3 en 4 met vertraging . ^Ferry";;Den Haag;;;"940106250502619137";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940106250502619137
HTM_Reisinfo;2017-12-11 08:27;0;0;"maal maar 4 met vertraging . ^Ferry";;Den Haag;;;"940105847216074753";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940105847216074753
HTM_Reisinfo;2017-12-11 08:25;0;0;"hallo, op dit moment alleen tram 3 en 4 met vertraging . ^Ferry";;Den Haag;;;"940105282037850112";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940105282037850112
HTM_Reisinfo;2017-12-11 08:24;0;0;"hallo, helaas wel tram lijn 3 en 4 vertraging door een wisselstoring. ^Ferry";;Den Haag;;;"940105107579928576";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940105107579928576
HTM_Reisinfo;2017-12-11 08:22;0;0;"goedemorgen er is vertraging op de gehele lijn. ^Ferry";;Den Haag;;;"940104571786993664";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940104571786993664
divanmill;2017-12-11 08:06;0;0;"Bij welke halte kunnen wij dan problemen verwachten? Ik zit namelijk nu in rr 4 en tot nu toe geen vertraging ...";;;;;"940100577173815296";HTM AND vertraging;https://twitter.com/divanmill/status/940100577173815296
HTM_Reisinfo;2017-12-11 08:01;3;5;"Tram 3 en 4 rijden met vertraging door een wisselstoring.";;Den Haag;;;"940099081153658881";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940099081153658881
YKerstjens;2017-12-11 07:36;0;0;"@HTM _Reisinfo Om 16 u vanmiddag met de RR van Monstersestraat naar Zoetermeer....flinke vertraging denk ik tegen die tijd?";;Neverland;@HTM;;"940092817010855942";HTM AND vertraging;https://twitter.com/YKerstjens/status/940092817010855942
mlotzoetermeer;2017-12-11 07:24;0;0;"@HTM _Reisinfo ik moet de RR4 vanaf Centrum West nemen, naar station Willem Dreeslaan. Is er nu al vertraging ? Of is het nog te doen? #dtv";;Zoetermeer;@HTM;#dtv;"940089763566051328";HTM AND vertraging;https://twitter.com/mlotzoetermeer/status/940089763566051328
HTM_Reisinfo;2017-12-11 07:07;0;1;"Bus 23 richting Scheveningen Noorderstrand rijdt met een vertraging van 15 minuten door een defecte bus.";;Den Haag;;;"940085580909522946";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/940085580909522946
divanmill;2017-12-11 07:03;0;0;"Is er nog steeda vertraging ? Ik moet straks randstadrail 4 pakken op willem dreeslaan.";;;;;"940084536527896577";HTM AND vertraging;https://twitter.com/divanmill/status/940084536527896577
HTM_Reisinfo;2017-12-10 20:20;0;0;"Hoi Debbie, gemiddeld 20 min. vertraging . ^Fred";;Den Haag;;;"939922747056107520";HTM AND vertraging;https://twitter.com/HTM_Reisinfo/status/939922747056107520
DBouhuizen;2017-12-10 20:16;0;0;"Sneeuw is allang weg. Met hoeveel minuten vertraging rijd 16";;The Hague;;;"939921795976777728";HTM AND vertraging;https://twitter.com/DBouhuizen/status/939921795976777728
vdfotografie_eu;2017-12-10 19:38;0;0;"Zo zag de #PaulKrugerlaan #DenHaag er gedurende de dag uit. De wissel had kuren door de sneeuw. De trams 6 en 12 van @HTM _Reisinfo hadden uiteindelijk gemiddeld 45 minuten vertraging . #sneeuw pic.twitter.com/b2uZxcj6zj";;Den Haag, Nederland;@HTM;#PaulKrugerlaan #DenHaag #sneeuw;"939912296083673088";HTM AND vertraging;https://twitter.com/vdfotografie_eu/status/939912296083673088
